Date,Price,Open,High,Low,Vol.,Change %
1/16/2023,1576.93,1551.79,1598.18,1526.46,574.57K,1.56%
1/15/2023,1552.69,1549.31,1564.36,1517.35,387.73K,0.17%
1/14/2023,1550.06,1450.88,1574.44,1449.48,940.70K,6.84%
1/13/2023,1450.89,1415.15,1463.51,1402.01,499.35K,2.46%
1/12/2023,1416.08,1389.52,1435.99,1365.45,878.39K,1.89%
1/11/2023,1389.84,1335.63,1392.37,1322.10,472.34K,4.10%
1/10/2023,1335.14,1320.33,1344.42,1316.92,459.70K,1.11%
1/9/2023,1320.49,1290.22,1344.38,1285.94,582.00K,2.50%
1/8/2023,1288.25,1264.24,1288.71,1259.17,212.71K,1.93%
1/7/2023,1263.90,1269.02,1270.96,1261.42,129.47K,-0.41%
1/6/2023,1269.13,1251.49,1274.82,1240.34,342.41K,1.45%
1/5/2023,1250.94,1256.76,1259.05,1242.90,272.83K,-0.47%
1/4/2023,1256.91,1214.96,1266.97,1212.89,457.67K,3.49%
1/3/2023,1214.55,1214.00,1219.73,1206.82,205.59K,0.05%
1/2/2023,1213.90,1200.61,1220.67,1193.75,252.81K,1.12%
1/1/2023,1200.51,1195.92,1204.10,1191.64,117.85K,0.41%
12/31/2022,1195.65,1200.32,1207.71,1193.15,139.35K,-0.36%
12/30/2022,1199.99,1200.50,1202.11,1186.08,266.04K,-0.07%
12/29/2022,1200.80,1190.53,1205.27,1187.16,249.10K,0.91%
12/28/2022,1189.93,1211.44,1214.18,1184.18,367.81K,-1.78%
12/27/2022,1211.55,1228.19,1233.10,1202.04,262.62K,-1.31%
12/26/2022,1227.62,1219.00,1230.35,1213.01,162.50K,0.74%
12/25/2022,1218.65,1220.42,1223.78,1201.21,231.67K,-0.15%
12/24/2022,1220.44,1219.98,1226.19,1214.70,123.68K,0.04%
12/23/2022,1219.99,1218.06,1228.35,1212.81,278.70K,0.21%
12/22/2022,1217.46,1213.37,1229.34,1185.24,336.84K,0.29%
12/21/2022,1213.92,1216.89,1218.62,1205.45,245.72K,-0.27%
12/20/2022,1217.18,1167.56,1229.00,1163.57,465.20K,4.23%
12/19/2022,1167.82,1183.81,1194.49,1152.53,296.84K,-1.25%
12/18/2022,1182.64,1187.17,1196.53,1172.80,252.19K,-0.38%
12/17/2022,1187.15,1165.99,1189.17,1162.75,328.93K,1.76%
12/16/2022,1166.67,1266.11,1279.27,1156.86,751.43K,-7.86%
12/15/2022,1266.26,1307.42,1311.05,1260.88,390.14K,-3.13%
12/14/2022,1307.24,1319.57,1348.41,1302.73,554.42K,-1.02%
12/13/2022,1320.73,1275.45,1344.99,1255.76,659.38K,3.59%
12/12/2022,1274.98,1262.18,1278.35,1241.40,363.82K,0.92%
12/11/2022,1263.39,1266.34,1282.82,1258.63,180.41K,-0.25%
12/10/2022,1266.61,1262.87,1281.17,1259.97,182.25K,0.30%
12/9/2022,1262.85,1279.91,1290.97,1257.02,405.99K,-1.36%
12/8/2022,1280.24,1231.58,1289.71,1223.24,406.66K,4.00%
12/7/2022,1231.03,1271.57,1275.18,1221.10,398.58K,-3.16%
12/6/2022,1271.25,1259.44,1273.99,1243.75,301.65K,0.93%
12/5/2022,1259.54,1279.17,1303.84,1248.68,391.61K,-1.58%
12/4/2022,1279.73,1240.11,1284.19,1240.11,324.79K,3.17%
12/3/2022,1240.44,1295.88,1302.56,1237.83,347.14K,-4.26%
12/2/2022,1295.69,1276.14,1295.76,1266.13,371.59K,1.54%
12/1/2022,1276.04,1293.97,1295.80,1263.57,430.06K,-1.42%
11/30/2022,1294.39,1216.66,1304.93,1213.42,815.68K,6.40%
11/29/2022,1216.54,1167.70,1226.49,1159.76,512.06K,4.18%
11/28/2022,1167.71,1192.32,1199.06,1151.99,478.86K,-2.15%
11/27/2022,1193.35,1205.23,1222.80,1191.11,286.39K,-0.98%
11/26/2022,1205.14,1199.48,1229.16,1196.93,379.95K,0.59%
11/25/2022,1198.08,1203.38,1204.75,1172.72,391.32K,-0.47%
11/24/2022,1203.74,1184.69,1217.43,1180.90,486.12K,1.51%
11/23/2022,1185.79,1138.12,1189.13,1128.59,637.35K,4.04%
11/22/2022,1139.78,1107.10,1141.61,1077.90,748.98K,2.92%
11/21/2022,1107.49,1142.49,1143.96,1082.01,922.55K,-3.10%
11/20/2022,1142.88,1217.25,1226.13,1135.72,531.15K,-6.14%
11/19/2022,1217.67,1207.73,1231.15,1206.81,209.69K,0.86%
11/18/2022,1207.34,1222.07,1225.41,1201.53,363.37K,0.03%
11/17/2022,1207.00,1217.54,1227.76,1185.58,532.95K,0.07%
11/16/2022,1206.19,1252.81,1267.62,1188.81,666.32K,-3.77%
11/15/2022,1253.46,1243.50,1289.21,1235.47,632.85K,0.87%
11/14/2022,1242.63,1222.09,1288.97,1175.37,934.59K,1.74%
11/13/2022,1221.41,1256.95,1274.23,1205.61,547.46K,-2.77%
11/12/2022,1256.22,1288.51,1291.37,1239.33,547.79K,-2.52%
11/11/2022,1288.72,1298.33,1307.24,1202.86,1.31M,-0.80%
11/10/2022,1299.17,1101.02,1347.07,1089.03,1.98M,18.03%
11/9/2022,1100.68,1332.97,1337.08,1076.30,2.50M,-17.57%
11/8/2022,1335.23,1568.03,1576.01,1244.08,2.34M,-14.82%
11/7/2022,1567.46,1567.22,1608.00,1547.17,642.61K,-0.23%
11/6/2022,1571.03,1626.78,1637.29,1565.64,414.50K,-3.44%
11/5/2022,1627.00,1645.31,1664.42,1623.52,351.23K,-1.09%
11/4/2022,1645.01,1530.81,1666.22,1528.55,935.52K,7.45%
11/3/2022,1531.01,1517.67,1558.74,1515.74,560.29K,0.79%
11/2/2022,1519.08,1578.66,1618.85,1503.34,981.52K,-3.83%
11/1/2022,1579.63,1572.75,1609.23,1564.67,527.44K,0.43%
10/31/2022,1572.86,1590.71,1634.10,1550.70,810.30K,-1.11%
10/30/2022,1590.45,1619.92,1638.41,1577.24,476.15K,-1.80%
10/29/2022,1619.61,1554.03,1660.00,1548.82,914.09K,4.20%
10/28/2022,1554.40,1514.12,1572.59,1490.12,859.14K,2.66%
10/27/2022,1514.17,1564.83,1575.90,1508.23,869.62K,-3.32%
10/26/2022,1566.13,1461.00,1589.69,1458.64,1.24M,7.30%
10/25/2022,1459.53,1343.62,1522.29,1335.36,1.13M,8.61%
10/24/2022,1343.88,1363.68,1369.31,1324.22,611.84K,-1.49%
10/23/2022,1364.19,1314.04,1370.93,1301.77,432.28K,3.85%
10/22/2022,1313.62,1300.42,1318.74,1294.59,221.77K,1.07%
10/21/2022,1299.75,1282.54,1306.24,1257.94,468.12K,1.32%
10/20/2022,1282.82,1285.36,1310.45,1272.75,428.51K,-0.20%
10/19/2022,1285.34,1310.75,1313.47,1282.48,368.62K,-1.94%
10/18/2022,1310.81,1332.72,1341.21,1287.51,572.72K,-1.55%
10/17/2022,1331.40,1305.59,1338.38,1296.43,459.86K,1.95%
10/16/2022,1305.95,1274.67,1314.51,1274.67,293.27K,2.43%
10/15/2022,1274.93,1297.08,1301.47,1264.87,287.11K,-1.68%
10/14/2022,1296.75,1287.28,1342.04,1284.09,669.75K,0.73%
10/13/2022,1287.30,1294.50,1299.70,1196.64,945.59K,-0.56%
10/12/2022,1294.57,1280.20,1305.50,1275.79,369.73K,1.14%
10/11/2022,1279.96,1288.36,1297.53,1269.37,429.42K,-0.78%
10/10/2022,1290.03,1323.14,1337.56,1288.65,393.66K,-2.52%
10/9/2022,1323.42,1315.28,1328.54,1308.18,186.23K,0.64%
10/8/2022,1315.05,1330.77,1336.65,1304.07,203.43K,-1.21%
10/7/2022,1331.09,1351.95,1361.20,1319.21,492.04K,-1.56%
10/6/2022,1352.16,1351.51,1382.99,1347.80,573.96K,0.01%
10/5/2022,1352.05,1361.79,1364.00,1317.54,483.49K,-0.69%
10/4/2022,1361.50,1323.22,1367.13,1318.77,476.23K,2.88%
10/3/2022,1323.40,1277.01,1329.17,1266.93,483.78K,3.75%
10/2/2022,1275.52,1311.79,1317.41,1272.35,371.50K,-2.76%
10/1/2022,1311.78,1327.78,1333.57,1303.19,252.11K,-1.27%
9/30/2022,1328.72,1336.13,1372.48,1316.51,740.74K,-0.55%
9/29/2022,1336.10,1337.94,1351.60,1289.64,770.56K,-0.09%
9/28/2022,1337.35,1329.00,1354.65,1261.29,919.43K,0.69%
9/27/2022,1328.17,1336.22,1399.49,1305.56,860.65K,-0.66%
9/26/2022,1337.01,1295.18,1338.82,1279.67,798.76K,3.31%
9/25/2022,1294.21,1316.85,1335.71,1271.90,515.97K,-1.73%
9/24/2022,1317.00,1327.86,1348.92,1308.06,517.13K,-0.83%
9/23/2022,1328.00,1326.63,1356.61,1265.29,974.02K,0.15%
9/22/2022,1325.99,1246.73,1346.25,1237.95,904.30K,6.26%
9/21/2022,1247.90,1323.24,1388.31,1222.32,1.19M,-5.70%
9/20/2022,1323.32,1375.96,1384.42,1315.30,658.12K,-3.83%
9/19/2022,1376.00,1334.82,1391.48,1284.75,974.88K,3.06%
9/18/2022,1335.11,1469.13,1469.13,1327.28,804.34K,-9.10%
9/17/2022,1468.69,1433.11,1475.05,1409.44,421.59K,2.42%
9/16/2022,1433.95,1474.94,1483.34,1411.08,693.48K,-2.62%
9/15/2022,1472.52,1632.21,1653.59,1461.21,1.34M,-10.09%
9/14/2022,1637.85,1574.63,1646.08,1556.95,764.36K,4.03%
9/13/2022,1574.39,1716.08,1751.19,1562.19,1.13M,-8.28%
9/12/2022,1716.43,1762.70,1782.70,1694.02,631.59K,-2.86%
9/11/2022,1766.99,1775.84,1786.76,1722.53,409.26K,-0.41%
9/10/2022,1774.35,1718.31,1788.04,1707.77,411.05K,3.23%
9/9/2022,1718.78,1635.36,1743.38,1631.22,837.41K,5.14%
9/8/2022,1634.78,1630.41,1660.86,1596.00,645.38K,0.32%
9/7/2022,1629.57,1560.30,1657.16,1493.38,850.81K,4.60%
9/6/2022,1557.84,1618.72,1686.30,1555.87,1.01M,-3.69%
9/5/2022,1617.49,1579.06,1628.78,1557.67,503.49K,2.45%
9/4/2022,1578.86,1557.35,1580.72,1541.18,296.58K,1.37%
9/3/2022,1557.57,1574.65,1581.55,1536.06,321.44K,-1.12%
9/2/2022,1575.23,1586.17,1647.58,1547.63,919.04K,-0.65%
9/1/2022,1585.48,1554.56,1597.48,1514.78,728.68K,1.95%
8/31/2022,1555.18,1525.06,1616.98,1525.06,949.31K,2.10%
8/30/2022,1523.22,1551.63,1605.36,1475.59,1.00M,-1.89%
8/29/2022,1552.52,1428.39,1559.37,1424.49,826.49K,8.86%
8/28/2022,1426.20,1491.07,1507.95,1424.63,544.82K,-4.33%
8/27/2022,1490.76,1508.26,1518.12,1449.19,756.59K,-1.14%
8/26/2022,1507.97,1694.51,1703.41,1490.70,1.15M,-11.05%
8/25/2022,1695.34,1655.87,1720.89,1654.73,602.95K,2.34%
8/24/2022,1656.64,1665.31,1691.29,1606.04,744.71K,-0.53%
8/23/2022,1665.40,1624.28,1673.32,1564.31,940.25K,2.37%
8/22/2022,1626.83,1617.45,1627.12,1531.89,940.86K,0.53%
8/21/2022,1618.23,1576.03,1644.87,1563.92,780.66K,2.71%
8/20/2022,1575.58,1609.01,1654.81,1525.49,915.14K,-2.11%
8/19/2022,1609.52,1846.19,1846.91,1607.66,1.42M,-12.84%
8/18/2022,1846.56,1834.25,1880.27,1822.06,605.82K,0.67%
8/17/2022,1834.25,1877.71,1956.78,1821.01,951.83K,-2.26%
8/16/2022,1876.68,1898.49,1914.06,1856.40,622.79K,-1.24%
8/15/2022,1900.25,1936.25,2012.06,1873.46,949.19K,-1.80%
8/14/2022,1935.03,1983.08,2028.43,1909.47,569.54K,-2.45%
8/13/2022,1983.54,1957.75,2019.01,1946.62,695.89K,1.33%
8/12/2022,1957.55,1880.66,1961.46,1856.91,717.57K,4.11%
8/11/2022,1880.29,1852.61,1930.68,1850.70,1.11M,1.45%
8/10/2022,1853.42,1702.45,1881.18,1657.55,1.32M,8.85%
8/9/2022,1702.80,1777.56,1789.61,1668.56,818.27K,-4.25%
8/8/2022,1778.35,1699.74,1813.17,1694.81,781.51K,4.59%
8/7/2022,1700.27,1690.64,1728.97,1669.40,440.09K,0.57%
8/6/2022,1690.56,1735.36,1749.44,1687.95,523.51K,-2.72%
8/5/2022,1737.91,1608.25,1740.29,1605.76,1.01M,8.15%
8/4/2022,1606.94,1616.55,1661.11,1581.34,735.60K,-0.69%
8/3/2022,1618.04,1630.76,1682.28,1591.57,777.72K,-0.82%
8/2/2022,1631.44,1631.57,1675.49,1559.54,1.08M,0.08%
8/1/2022,1630.15,1676.56,1702.56,1607.39,801.65K,-2.97%
7/31/2022,1680.07,1697.31,1753.41,1667.34,695.92K,-0.93%
7/30/2022,1695.79,1724.17,1741.21,1674.38,735.78K,-1.45%
7/29/2022,1720.74,1724.62,1764.69,1658.16,1.21M,-0.31%
7/28/2022,1726.11,1636.11,1781.37,1597.44,1.58M,5.51%
7/27/2022,1635.98,1449.63,1643.90,1421.13,1.51M,12.76%
7/26/2022,1450.91,1439.11,1451.37,1357.70,1.20M,0.85%
7/25/2022,1438.62,1598.44,1608.07,1438.51,1.42M,-9.99%
7/24/2022,1598.22,1548.90,1659.76,1547.82,1.01M,3.14%
7/23/2022,1549.56,1535.01,1596.01,1490.17,851.32K,0.96%
7/22/2022,1534.78,1575.38,1645.01,1520.41,1.17M,-2.60%
7/21/2022,1575.74,1520.44,1599.48,1466.17,1.25M,3.64%
7/20/2022,1520.44,1542.29,1618.14,1488.54,1.35M,-1.50%
7/19/2022,1543.67,1583.31,1619.81,1494.75,1.85M,-2.59%
7/18/2022,1584.77,1339.09,1590.80,1336.74,2.03M,18.46%
7/17/2022,1337.84,1355.83,1385.32,1323.20,1.25M,-1.34%
7/16/2022,1355.97,1231.15,1399.56,1192.09,1.49M,10.16%
7/15/2022,1230.92,1192.83,1284.94,1182.19,1.47M,3.20%
7/14/2022,1192.78,1114.20,1209.98,1072.42,1.61M,6.89%
7/13/2022,1115.93,1039.72,1116.24,1012.57,2.04M,7.44%
7/12/2022,1038.63,1095.73,1097.76,1036.00,1.26M,-5.27%
7/11/2022,1096.45,1168.06,1170.64,1093.40,1.20M,-6.07%
7/10/2022,1167.35,1217.12,1219.23,1155.40,1.02M,-4.07%
7/9/2022,1216.93,1214.91,1232.61,1205.30,577.18K,0.03%
7/8/2022,1216.52,1239.60,1275.99,1194.15,1.19M,-1.75%
7/7/2022,1238.19,1186.57,1252.76,1163.93,1.00M,4.36%
7/6/2022,1186.48,1133.22,1201.78,1112.09,1.21M,4.63%
7/5/2022,1134.03,1149.84,1170.80,1079.38,1.40M,-1.50%
7/4/2022,1151.27,1073.62,1159.96,1046.02,1.15M,7.19%
7/3/2022,1074.06,1067.52,1086.86,1041.71,644.78K,0.70%
7/2/2022,1066.62,1059.82,1077.50,1029.11,714.86K,0.73%
7/1/2022,1058.91,1071.20,1109.73,1035.88,1.56M,-0.91%
6/30/2022,1068.66,1100.01,1106.00,1000.89,1.42M,-2.81%
6/29/2022,1099.54,1143.78,1155.04,1088.01,1.30M,-3.89%
6/28/2022,1144.02,1191.91,1234.79,1137.70,1.10M,-3.93%
6/27/2022,1190.87,1197.74,1237.01,1176.92,868.59K,-0.58%
6/26/2022,1197.82,1242.64,1276.78,1196.04,884.36K,-3.54%
6/25/2022,1241.80,1226.08,1255.68,1181.23,861.79K,1.36%
6/24/2022,1225.11,1145.78,1244.94,1132.95,1.34M,7.06%
6/23/2022,1144.31,1049.17,1153.00,1046.74,1.28M,9.08%
6/22/2022,1049.07,1127.17,1127.17,1045.72,1.31M,-6.84%
6/21/2022,1126.06,1128.00,1192.85,1110.85,1.31M,-0.20%
6/20/2022,1128.29,1129.35,1165.53,1056.99,1.72M,-0.01%
6/19/2022,1128.45,994.81,1151.94,938.34,2.02M,13.35%
6/18/2022,995.58,1085.65,1097.02,883.62,2.31M,-8.37%
6/17/2022,1086.58,1069.98,1116.54,1052.31,1.22M,1.69%
6/16/2022,1068.54,1239.65,1254.25,1052.60,1.45M,-13.68%
6/15/2022,1237.95,1208.73,1244.65,1016.99,3.12M,2.23%
6/14/2022,1210.94,1207.01,1261.07,1078.41,2.72M,0.38%
6/13/2022,1206.34,1434.13,1453.99,1168.65,3.63M,-15.95%
6/12/2022,1435.29,1533.29,1541.83,1430.97,1.56M,-6.28%
6/11/2022,1531.39,1664.09,1681.47,1503.11,1.22M,-7.92%
6/10/2022,1663.02,1787.36,1803.72,1657.30,955.13K,-6.99%
6/9/2022,1788.00,1792.10,1832.69,1778.03,535.62K,-0.28%
6/8/2022,1792.96,1812.54,1837.38,1766.89,941.29K,-1.10%
6/7/2022,1812.94,1860.08,1870.92,1727.74,1.40M,-2.53%
6/6/2022,1860.00,1807.58,1919.35,1804.74,804.36K,2.98%
6/5/2022,1806.14,1806.15,1829.09,1773.48,371.98K,0.09%
6/4/2022,1804.57,1775.23,1815.16,1748.87,388.27K,1.65%
6/3/2022,1775.22,1833.97,1843.18,1741.14,741.38K,-3.24%
6/2/2022,1834.65,1818.21,1850.98,1784.03,789.00K,0.94%
6/1/2022,1817.65,1942.49,1971.05,1772.02,1.04M,-6.39%
5/31/2022,1941.78,1999.39,2015.00,1929.13,751.05K,-2.83%
5/30/2022,1998.30,1811.64,2009.74,1804.34,814.80K,10.19%
5/29/2022,1813.52,1792.79,1824.72,1764.68,432.42K,1.19%
5/28/2022,1792.22,1727.44,1807.66,1722.84,558.27K,3.94%
5/27/2022,1724.33,1795.41,1820.74,1707.56,1.30M,-3.86%
5/26/2022,1793.48,1943.03,1964.97,1744.99,1.17M,-7.69%
5/25/2022,1942.91,1978.31,2020.48,1937.64,524.69K,-1.84%
5/24/2022,1979.40,1975.01,1992.64,1914.53,534.11K,0.33%
5/23/2022,1972.98,2041.27,2086.17,1959.59,636.08K,-3.44%
5/22/2022,2043.28,1974.80,2055.04,1966.33,355.73K,3.45%
5/21/2022,1975.16,1960.94,1989.60,1940.80,238.97K,0.78%
5/20/2022,1959.93,2019.29,2060.96,1923.87,577.01K,-2.94%
5/19/2022,2019.33,1914.03,2039.71,1903.70,741.66K,5.62%
5/18/2022,1911.83,2089.35,2108.67,1909.81,631.28K,-8.57%
5/17/2022,2091.13,2022.16,2120.01,2008.76,568.26K,3.37%
5/16/2022,2022.99,2142.46,2142.46,1979.68,822.14K,-5.73%
5/15/2022,2146.00,2056.48,2161.29,2001.70,514.29K,4.36%
5/14/2022,2056.34,2012.25,2068.49,1952.05,563.94K,2.33%
5/13/2022,2009.55,1956.16,2145.99,1941.34,1.13M,2.82%
5/12/2022,1954.45,2087.04,2190.20,1800.00,2.31M,-5.98%
5/11/2022,2078.80,2342.41,2451.16,2007.05,2.02M,-11.24%
5/10/2022,2342.04,2228.68,2455.19,2202.08,1.55M,5.07%
5/9/2022,2229.10,2519.91,2529.19,2229.10,1.57M,-11.54%
5/8/2022,2520.01,2635.54,2641.71,2493.43,757.54K,-4.40%
5/7/2022,2636.02,2692.94,2703.09,2588.99,371.49K,-2.11%
5/6/2022,2692.85,2747.96,2756.97,2635.99,711.46K,-1.99%
5/5/2022,2747.49,2941.56,2952.72,2725.78,734.89K,-6.57%
5/4/2022,2940.55,2781.95,2963.50,2774.00,548.71K,5.72%
5/3/2022,2781.46,2856.42,2861.42,2757.48,371.37K,-2.61%
5/2/2022,2855.98,2825.71,2879.63,2780.00,521.74K,1.07%
5/1/2022,2825.64,2728.62,2846.96,2721.28,442.52K,3.61%
4/30/2022,2727.10,2817.13,2841.05,2715.95,367.77K,-3.18%
4/29/2022,2816.59,2937.91,2946.28,2778.19,525.92K,-4.10%
4/28/2022,2937.10,2888.96,2977.49,2856.35,537.38K,1.67%
4/27/2022,2888.94,2810.84,2915.85,2795.80,489.15K,2.80%
4/26/2022,2810.34,3010.71,3032.35,2767.46,531.10K,-6.50%
4/25/2022,3005.87,2919.88,3022.96,2800.28,619.18K,2.87%
4/24/2022,2922.01,2931.49,2966.92,2916.15,218.91K,-0.34%
4/23/2022,2931.94,2962.60,2977.34,2917.79,187.51K,-1.05%
4/22/2022,2963.00,2983.44,3029.00,2937.52,452.46K,-0.70%
4/21/2022,2984.00,3076.03,3176.64,2951.71,562.65K,-3.00%
4/20/2022,3076.44,3101.72,3161.69,3037.59,415.97K,-0.82%
4/19/2022,3101.97,3055.42,3128.70,3030.34,358.62K,1.51%
4/18/2022,3055.80,2989.10,3068.84,2887.77,510.24K,2.23%
4/17/2022,2989.19,3061.34,3081.14,2983.17,243.71K,-2.28%
4/16/2022,3058.82,3040.54,3085.30,3011.70,176.37K,0.54%
4/15/2022,3042.40,3020.72,3057.36,2996.52,249.61K,0.68%
4/14/2022,3021.98,3119.28,3143.21,2982.05,408.41K,-3.05%
4/13/2022,3116.93,3030.25,3128.32,2999.53,419.10K,2.95%
4/12/2022,3027.65,2981.98,3081.81,2951.78,579.52K,1.66%
4/11/2022,2978.08,3200.66,3213.44,2953.82,693.47K,-6.98%
4/10/2022,3201.61,3259.73,3305.97,3197.99,232.20K,-1.79%
