Date,Price,Open,High,Low,Vol.,Change %
3/2/2023,0.08,0.08,0.08,0.08,396.43M,-1.72%
3/1/2023,0.08,0.08,0.08,0.08,449.91M,1.42%
2/28/2023,0.08,0.08,0.08,0.08,782.72M,-0.65%
2/27/2023,0.08,0.08,0.08,0.08,535.82M,-1.08%
2/26/2023,0.08,0.08,0.08,0.08,374.49M,1.83%
2/25/2023,0.08,0.08,0.08,0.08,671.53M,-0.16%
2/24/2023,0.08,0.08,0.08,0.08,1.01B,-4.01%
2/23/2023,0.08,0.09,0.09,0.08,708.21M,-1.42%
2/22/2023,0.09,0.09,0.09,0.08,1.75B,0.01%
2/21/2023,0.09,0.09,0.09,0.08,984.28M,-3.21%
2/20/2023,0.09,0.09,0.09,0.09,775.01M,1.38%
2/19/2023,0.09,0.09,0.09,0.09,933.13M,-1.96%
2/18/2023,0.09,0.09,0.09,0.09,741.27M,1.30%
2/17/2023,0.09,0.08,0.09,0.08,778.48M,3.30%
2/16/2023,0.08,0.09,0.09,0.08,1.73B,-4.92%
2/15/2023,0.09,0.08,0.09,0.08,1.91B,6.83%
2/14/2023,0.08,0.08,0.08,0.08,785.66M,1.88%
2/13/2023,0.08,0.08,0.09,0.08,1.74B,-0.21%
2/12/2023,0.08,0.08,0.09,0.08,930.57M,-0.07%
2/11/2023,0.08,0.08,0.08,0.08,410.06M,1.66%
2/10/2023,0.08,0.08,0.08,0.08,1.06B,-0.68%
2/9/2023,0.08,0.09,0.09,0.08,1.67B,-9.66%
2/8/2023,0.09,0.09,0.09,0.09,817.45M,-2.54%
2/7/2023,0.09,0.09,0.09,0.09,846.05M,3.44%
2/6/2023,0.09,0.09,0.09,0.09,969.35M,-2.87%
2/5/2023,0.09,0.10,0.10,0.09,1.60B,-3.76%
2/4/2023,0.10,0.09,0.10,0.09,2.33B,3.03%
2/3/2023,0.09,0.09,0.09,0.09,1.15B,2.11%
2/2/2023,0.09,0.09,0.10,0.09,1.63B,-3.19%
2/1/2023,0.09,0.10,0.10,0.09,2.52B,-2.24%
1/31/2023,0.10,0.09,0.10,0.09,3.42B,8.74%
1/30/2023,0.09,0.09,0.09,0.09,1.97B,-1.96%
1/29/2023,0.09,0.09,0.09,0.09,1.04B,2.72%
1/28/2023,0.09,0.09,0.09,0.09,1.40B,0.64%
1/27/2023,0.09,0.09,0.09,0.08,754.34M,0.89%
1/26/2023,0.09,0.09,0.09,0.08,798.31M,-0.20%
1/25/2023,0.09,0.08,0.09,0.08,1.05B,3.27%
1/24/2023,0.08,0.09,0.09,0.08,1.13B,-5.24%
1/23/2023,0.09,0.09,0.09,0.09,1.43B,0.32%
1/22/2023,0.09,0.08,0.09,0.08,1.74B,4.28%
1/21/2023,0.08,0.09,0.09,0.08,1.63B,-1.99%
1/20/2023,0.09,0.08,0.09,0.08,917.77M,5.77%
1/19/2023,0.08,0.08,0.08,0.08,692.88M,1.95%
1/18/2023,0.08,0.08,0.09,0.08,2.49B,-3.32%
1/17/2023,0.08,0.08,0.08,0.08,755.78M,-1.06%
1/16/2023,0.08,0.09,0.09,0.08,1.29B,-2.82%
1/15/2023,0.09,0.09,0.09,0.08,1.14B,-1.43%
1/14/2023,0.09,0.08,0.09,0.08,2.55B,3.37%
1/13/2023,0.08,0.08,0.09,0.08,1.43B,5.28%
1/12/2023,0.08,0.08,0.08,0.08,1.97B,2.73%
1/11/2023,0.08,0.08,0.08,0.07,1.12B,0.44%
1/10/2023,0.08,0.08,0.08,0.07,1.47B,2.84%
1/9/2023,0.08,0.07,0.08,0.07,2.44B,2.83%
1/8/2023,0.07,0.07,0.07,0.07,697.00M,1.97%
1/7/2023,0.07,0.07,0.07,0.07,438.41M,-0.36%
1/6/2023,0.07,0.07,0.07,0.07,906.65M,1.30%
1/5/2023,0.07,0.07,0.08,0.07,1.20B,-2.28%
1/4/2023,0.07,0.07,0.07,0.07,790.27M,3.79%
1/3/2023,0.07,0.07,0.07,0.07,732.71M,-1.23%
1/2/2023,0.07,0.07,0.07,0.07,1.12B,1.61%
1/1/2023,0.07,0.07,0.07,0.07,446.41M,0.07%
12/31/2022,0.07,0.07,0.07,0.07,731.90M,2.62%
12/30/2022,0.07,0.07,0.07,0.07,1.20B,-3.58%
12/29/2022,0.07,0.07,0.07,0.07,771.81M,0.78%
12/28/2022,0.07,0.07,0.07,0.07,1.50B,-4.52%
12/27/2022,0.07,0.08,0.08,0.07,707.08M,-2.59%
12/26/2022,0.08,0.08,0.08,0.07,649.76M,-0.46%
12/25/2022,0.08,0.08,0.08,0.07,1.16B,-1.93%
12/24/2022,0.08,0.08,0.08,0.08,360.63M,0.41%
12/23/2022,0.08,0.08,0.08,0.08,1.02B,0.46%
12/22/2022,0.08,0.07,0.08,0.07,1.49B,4.25%
12/21/2022,0.07,0.07,0.08,0.07,912.61M,-1.50%
12/20/2022,0.07,0.07,0.08,0.07,1.13B,4.91%
12/19/2022,0.07,0.08,0.08,0.07,1.53B,-9.03%
12/18/2022,0.08,0.08,0.08,0.08,631.19M,-0.97%
12/17/2022,0.08,0.08,0.08,0.08,1.34B,4.47%
12/16/2022,0.08,0.08,0.09,0.07,1.75B,-10.59%
12/15/2022,0.08,0.09,0.09,0.08,899.47M,-3.84%
12/14/2022,0.09,0.09,0.09,0.09,1.25B,-3.15%
12/13/2022,0.09,0.09,0.09,0.09,1.70B,0.85%
12/12/2022,0.09,0.09,0.09,0.09,1.94B,-2.67%
12/11/2022,0.09,0.10,0.10,0.09,627.04M,-3.78%
12/10/2022,0.10,0.10,0.10,0.10,428.85M,-0.30%
12/9/2022,0.10,0.10,0.10,0.10,956.20M,-1.85%
12/8/2022,0.10,0.10,0.10,0.09,1.03B,2.89%
12/7/2022,0.10,0.10,0.10,0.09,1.41B,-4.44%
12/6/2022,0.10,0.10,0.10,0.10,1.15B,-1.27%
12/5/2022,0.10,0.10,0.11,0.10,2.11B,-2.53%
12/4/2022,0.10,0.10,0.11,0.10,1.61B,4.52%
12/3/2022,0.10,0.10,0.10,0.10,1.36B,-2.55%
12/2/2022,0.10,0.10,0.10,0.10,1.56B,0.49%
12/1/2022,0.10,0.11,0.11,0.10,1.93B,-4.75%
11/30/2022,0.11,0.10,0.11,0.10,2.79B,5.22%
11/29/2022,0.10,0.10,0.11,0.09,2.91B,6.66%
11/28/2022,0.10,0.10,0.10,0.09,3.34B,-3.44%
11/27/2022,0.10,0.09,0.11,0.09,4.27B,10.82%
11/26/2022,0.09,0.09,0.10,0.09,1.91B,-0.49%
11/25/2022,0.09,0.08,0.09,0.08,2.50B,9.68%
11/24/2022,0.08,0.08,0.08,0.08,739.16M,-0.65%
11/23/2022,0.08,0.08,0.08,0.08,1.26B,4.13%
11/22/2022,0.08,0.07,0.08,0.07,1.45B,5.45%
11/21/2022,0.07,0.08,0.08,0.07,1.87B,-3.13%
11/20/2022,0.08,0.08,0.09,0.08,1.17B,-8.82%
11/19/2022,0.08,0.08,0.08,0.08,489.69M,0.30%
11/18/2022,0.08,0.09,0.09,0.08,828.53M,-0.85%
11/17/2022,0.09,0.09,0.09,0.08,1.14B,0.16%
11/16/2022,0.08,0.09,0.09,0.08,1.60B,-2.49%
11/15/2022,0.09,0.09,0.09,0.09,1.32B,1.32%
11/14/2022,0.09,0.08,0.09,0.08,2.53B,1.03%
11/13/2022,0.09,0.09,0.09,0.08,2.19B,-3.47%
11/12/2022,0.09,0.09,0.09,0.08,3.87B,3.49%
11/11/2022,0.09,0.09,0.09,0.08,2.60B,-5.16%
11/10/2022,0.09,0.07,0.09,0.07,4.92B,20.86%
11/9/2022,0.07,0.09,0.09,0.07,5.78B,-15.97%
11/8/2022,0.09,0.11,0.11,0.08,6.87B,-20.52%
11/7/2022,0.11,0.11,0.12,0.11,1.96B,-3.08%
11/6/2022,0.11,0.12,0.13,0.11,1.83B,-7.80%
11/5/2022,0.12,0.13,0.14,0.12,2.58B,-1.29%
11/4/2022,0.13,0.12,0.13,0.12,4.49B,3.09%
11/3/2022,0.12,0.13,0.14,0.12,3.81B,-4.27%
11/2/2022,0.13,0.14,0.15,0.12,6.44B,-10.16%
11/1/2022,0.14,0.13,0.16,0.12,9.95B,12.13%
10/31/2022,0.13,0.12,0.13,0.11,7.42B,7.80%
10/30/2022,0.12,0.12,0.14,0.11,9.16B,-3.49%
10/29/2022,0.12,0.08,0.15,0.08,15.31B,45.55%
10/28/2022,0.08,0.08,0.09,0.07,6.30B,9.02%
10/27/2022,0.08,0.07,0.09,0.07,5.26B,5.54%
10/26/2022,0.07,0.06,0.07,0.06,2.89B,15.67%
10/25/2022,0.06,0.06,0.06,0.06,1.02B,5.87%
10/24/2022,0.06,0.06,0.06,0.06,344.28M,-1.52%
10/23/2022,0.06,0.06,0.06,0.06,249.57M,1.16%
10/22/2022,0.06,0.06,0.06,0.06,198.87M,0.62%
10/21/2022,0.06,0.06,0.06,0.06,287.36M,-0.20%
10/20/2022,0.06,0.06,0.06,0.06,340.53M,1.26%
10/19/2022,0.06,0.06,0.06,0.06,458.77M,-1.79%
10/18/2022,0.06,0.06,0.06,0.06,351.46M,-0.30%
10/17/2022,0.06,0.06,0.06,0.06,194.78M,1.77%
10/16/2022,0.06,0.06,0.06,0.06,160.47M,0.56%
10/15/2022,0.06,0.06,0.06,0.06,249.33M,-0.15%
10/14/2022,0.06,0.06,0.06,0.06,327.53M,-1.66%
10/13/2022,0.06,0.06,0.06,0.06,761.87M,-0.27%
10/12/2022,0.06,0.06,0.06,0.06,252.28M,-0.73%
10/11/2022,0.06,0.06,0.06,0.06,478.15M,1.50%
10/10/2022,0.06,0.06,0.06,0.06,386.63M,-4.44%
10/9/2022,0.06,0.06,0.06,0.06,226.97M,0.78%
10/8/2022,0.06,0.06,0.06,0.06,231.29M,-1.17%
10/7/2022,0.06,0.06,0.06,0.06,500.66M,-1.70%
10/6/2022,0.06,0.06,0.07,0.06,686.10M,-2.05%
10/5/2022,0.06,0.07,0.07,0.06,1.26B,-1.61%
10/4/2022,0.07,0.06,0.07,0.06,1.98B,9.12%
10/3/2022,0.06,0.06,0.06,0.06,317.41M,1.87%
10/2/2022,0.06,0.06,0.06,0.06,337.85M,-2.23%
10/1/2022,0.06,0.06,0.06,0.06,717.18M,-1.77%
9/30/2022,0.06,0.06,0.06,0.06,685.69M,1.38%
9/29/2022,0.06,0.06,0.06,0.06,398.83M,0.53%
9/28/2022,0.06,0.06,0.06,0.06,501.18M,0.02%
9/27/2022,0.06,0.06,0.06,0.06,580.15M,-1.03%
9/26/2022,0.06,0.06,0.06,0.06,586.57M,-0.08%
9/25/2022,0.06,0.06,0.06,0.06,773.35M,-3.04%
9/24/2022,0.06,0.06,0.07,0.06,2.59B,-0.44%
9/23/2022,0.06,0.06,0.06,0.06,1.40B,6.40%
9/22/2022,0.06,0.06,0.06,0.06,485.17M,4.18%
9/21/2022,0.06,0.06,0.06,0.06,802.95M,-2.09%
9/20/2022,0.06,0.06,0.06,0.06,518.16M,-0.21%
9/19/2022,0.06,0.06,0.06,0.06,624.80M,1.88%
9/18/2022,0.06,0.06,0.06,0.06,600.71M,-7.67%
9/17/2022,0.06,0.06,0.06,0.06,440.38M,2.89%
9/16/2022,0.06,0.06,0.06,0.06,481.35M,3.17%
9/15/2022,0.06,0.06,0.06,0.06,674.81M,-4.12%
9/14/2022,0.06,0.06,0.06,0.06,689.26M,2.52%
9/13/2022,0.06,0.06,0.06,0.06,1.03B,-6.77%
9/12/2022,0.06,0.06,0.07,0.06,676.34M,0.41%
9/11/2022,0.06,0.06,0.07,0.06,712.92M,-1.53%
9/10/2022,0.06,0.06,0.07,0.06,861.68M,1.28%
9/9/2022,0.06,0.06,0.06,0.06,1.04B,4.76%
9/8/2022,0.06,0.06,0.06,0.06,474.96M,0.00%
9/7/2022,0.06,0.06,0.06,0.06,572.74M,3.59%
9/6/2022,0.06,0.06,0.07,0.06,1.03B,-6.14%
9/5/2022,0.06,0.06,0.06,0.06,394.33M,-0.81%
9/4/2022,0.06,0.06,0.06,0.06,426.05M,0.78%
9/3/2022,0.06,0.06,0.06,0.06,507.01M,1.74%
9/2/2022,0.06,0.06,0.06,0.06,436.73M,-1.14%
9/1/2022,0.06,0.06,0.06,0.06,567.08M,1.63%
8/31/2022,0.06,0.06,0.06,0.06,550.90M,-0.21%
8/30/2022,0.06,0.06,0.06,0.06,611.07M,-3.68%
8/29/2022,0.06,0.06,0.06,0.06,599.24M,3.42%
8/28/2022,0.06,0.06,0.06,0.06,533.06M,-2.74%
8/27/2022,0.06,0.06,0.06,0.06,713.92M,-0.05%
8/26/2022,0.06,0.07,0.07,0.06,1.22B,-7.94%
8/25/2022,0.07,0.07,0.07,0.07,904.09M,1.58%
8/24/2022,0.07,0.07,0.07,0.07,536.63M,-1.29%
8/23/2022,0.07,0.07,0.07,0.07,498.48M,0.50%
8/22/2022,0.07,0.07,0.07,0.07,884.24M,-1.20%
8/21/2022,0.07,0.07,0.07,0.07,1.01B,-0.09%
8/20/2022,0.07,0.07,0.07,0.07,1.26B,2.26%
8/19/2022,0.07,0.07,0.08,0.07,2.38B,-9.19%
8/18/2022,0.07,0.08,0.08,0.07,1.30B,-6.82%
8/17/2022,0.08,0.09,0.09,0.08,2.06B,-7.60%
8/16/2022,0.09,0.08,0.09,0.08,4.01B,13.21%
8/15/2022,0.08,0.08,0.08,0.07,1.76B,-6.17%
8/14/2022,0.08,0.07,0.08,0.07,3.17B,12.05%
8/13/2022,0.07,0.07,0.08,0.07,814.26M,0.82%
8/12/2022,0.07,0.07,0.07,0.07,558.70M,2.03%
8/11/2022,0.07,0.07,0.08,0.07,1.24B,-0.56%
8/10/2022,0.07,0.07,0.07,0.07,864.53M,3.20%
8/9/2022,0.07,0.07,0.07,0.07,1.32B,-1.53%
8/8/2022,0.07,0.07,0.07,0.07,791.97M,1.67%
8/7/2022,0.07,0.07,0.07,0.07,334.44M,0.48%
8/6/2022,0.07,0.07,0.07,0.07,515.26M,-1.69%
8/5/2022,0.07,0.07,0.07,0.07,655.36M,3.85%
8/4/2022,0.07,0.07,0.07,0.07,417.99M,1.53%
8/3/2022,0.07,0.07,0.07,0.07,475.57M,-0.48%
8/2/2022,0.07,0.07,0.07,0.07,571.81M,-2.82%
8/1/2022,0.07,0.07,0.07,0.07,770.51M,0.51%
7/31/2022,0.07,0.07,0.07,0.07,789.91M,-2.13%
7/30/2022,0.07,0.07,0.07,0.07,1.31B,1.34%
7/29/2022,0.07,0.07,0.07,0.07,1.01B,-0.64%
7/28/2022,0.07,0.07,0.07,0.07,947.87M,2.87%
7/27/2022,0.07,0.06,0.07,0.06,722.42M,7.42%
7/26/2022,0.06,0.06,0.06,0.06,598.27M,1.08%
7/25/2022,0.06,0.07,0.07,0.06,699.26M,-8.44%
7/24/2022,0.07,0.07,0.07,0.07,422.04M,-0.69%
7/23/2022,0.07,0.07,0.07,0.07,574.88M,1.01%
7/22/2022,0.07,0.07,0.07,0.07,698.20M,-3.79%
7/21/2022,0.07,0.07,0.07,0.07,831.62M,-0.07%
7/20/2022,0.07,0.07,0.08,0.07,1.88B,1.49%
7/19/2022,0.07,0.07,0.07,0.07,1.05B,1.98%
7/18/2022,0.07,0.06,0.07,0.06,1.15B,7.34%
7/17/2022,0.06,0.06,0.07,0.06,413.30M,-2.04%
7/16/2022,0.06,0.06,0.06,0.06,450.53M,2.29%
7/15/2022,0.06,0.06,0.06,0.06,651.32M,0.80%
7/14/2022,0.06,0.06,0.06,0.06,619.38M,0.77%
7/13/2022,0.06,0.06,0.06,0.06,765.56M,3.63%
7/12/2022,0.06,0.06,0.06,0.06,490.70M,-3.19%
7/11/2022,0.06,0.07,0.07,0.06,567.74M,-8.18%
7/10/2022,0.07,0.07,0.07,0.07,500.32M,-3.20%
7/9/2022,0.07,0.07,0.07,0.07,357.75M,0.54%
7/8/2022,0.07,0.07,0.07,0.07,767.57M,-2.12%
7/7/2022,0.07,0.07,0.07,0.07,698.79M,3.10%
7/6/2022,0.07,0.07,0.07,0.07,643.89M,1.97%
7/5/2022,0.07,0.07,0.07,0.07,634.04M,-3.14%
7/4/2022,0.07,0.07,0.07,0.07,647.30M,3.17%
7/3/2022,0.07,0.07,0.07,0.06,437.82M,0.84%
7/2/2022,0.07,0.07,0.07,0.07,619.02M,0.33%
7/1/2022,0.07,0.07,0.07,0.06,873.00M,0.18%
6/30/2022,0.07,0.07,0.07,0.06,1.06B,-4.59%
6/29/2022,0.07,0.07,0.07,0.06,1.11B,5.22%
6/28/2022,0.07,0.07,0.07,0.07,1.14B,-8.26%
6/27/2022,0.07,0.07,0.08,0.07,1.82B,-1.32%
6/26/2022,0.07,0.07,0.08,0.07,1.76B,6.51%
6/25/2022,0.07,0.07,0.07,0.07,767.42M,2.36%
6/24/2022,0.07,0.06,0.07,0.06,897.79M,4.64%
6/23/2022,0.06,0.06,0.06,0.06,826.80M,3.65%
6/22/2022,0.06,0.07,0.07,0.06,1.25B,-6.22%
6/21/2022,0.07,0.06,0.07,0.06,2.22B,9.52%
6/20/2022,0.06,0.06,0.06,0.06,962.96M,-0.68%
6/19/2022,0.06,0.05,0.06,0.05,2.34B,14.33%
6/18/2022,0.05,0.06,0.06,0.05,1.48B,-6.98%
6/17/2022,0.06,0.06,0.06,0.05,694.68M,2.99%
6/16/2022,0.06,0.06,0.06,0.05,1.64B,-12.15%
6/15/2022,0.06,0.06,0.06,0.05,2.34B,13.12%
6/14/2022,0.06,0.05,0.06,0.05,2.29B,2.45%
6/13/2022,0.05,0.06,0.07,0.05,3.22B,-14.65%
6/12/2022,0.06,0.07,0.07,0.06,1.34B,-9.03%
6/11/2022,0.07,0.08,0.08,0.07,750.76M,-7.32%
6/10/2022,0.08,0.08,0.08,0.07,584.57M,-5.02%
6/9/2022,0.08,0.08,0.08,0.08,322.81M,0.06%
6/8/2022,0.08,0.08,0.08,0.08,536.74M,-1.34%
6/7/2022,0.08,0.08,0.08,0.08,733.92M,-2.57%
6/6/2022,0.08,0.08,0.08,0.08,810.26M,1.70%
6/5/2022,0.08,0.08,0.08,0.08,372.07M,-0.88%
6/4/2022,0.08,0.08,0.08,0.08,508.81M,1.94%
6/3/2022,0.08,0.08,0.08,0.08,719.72M,-2.98%
6/2/2022,0.08,0.08,0.08,0.08,950.94M,2.20%
6/1/2022,0.08,0.09,0.09,0.08,2.11B,-5.66%
5/31/2022,0.09,0.09,0.09,0.08,1.38B,-2.33%
5/30/2022,0.09,0.08,0.09,0.08,1.21B,6.28%
5/29/2022,0.08,0.08,0.08,0.08,368.38M,1.10%
5/28/2022,0.08,0.08,0.08,0.08,539.30M,0.62%
5/27/2022,0.08,0.08,0.09,0.08,1.96B,4.36%
5/26/2022,0.08,0.08,0.08,0.08,863.75M,-6.14%
5/25/2022,0.08,0.08,0.08,0.08,417.16M,-0.72%
5/24/2022,0.08,0.08,0.08,0.08,360.22M,0.48%
5/23/2022,0.08,0.09,0.09,0.08,491.11M,-3.14%
5/22/2022,0.09,0.08,0.09,0.08,211.99M,1.66%
5/21/2022,0.08,0.08,0.09,0.08,200.18M,0.72%
5/20/2022,0.08,0.09,0.09,0.08,494.64M,-3.23%
5/19/2022,0.09,0.08,0.09,0.08,537.89M,3.96%
5/18/2022,0.08,0.09,0.09,0.08,551.77M,-7.64%
5/17/2022,0.09,0.09,0.09,0.09,632.86M,2.61%
5/16/2022,0.09,0.09,0.09,0.09,674.86M,-5.58%
5/15/2022,0.09,0.09,0.09,0.09,799.02M,4.25%
5/14/2022,0.09,0.09,0.09,0.08,1.21B,1.48%
5/13/2022,0.09,0.08,0.10,0.08,2.57B,6.79%
5/12/2022,0.08,0.09,0.09,0.07,4.10B,-2.71%
5/11/2022,0.08,0.11,0.11,0.07,4.70B,-21.41%
5/10/2022,0.11,0.10,0.12,0.10,1.94B,6.41%
5/9/2022,0.10,0.12,0.13,0.10,2.10B,-18.29%
5/8/2022,0.12,0.13,0.13,0.12,770.30M,-2.67%
5/7/2022,0.13,0.13,0.13,0.13,913.46M,-0.23%
5/6/2022,0.13,0.13,0.13,0.12,919.23M,-0.23%
5/5/2022,0.13,0.14,0.14,0.13,1.66B,-5.74%
5/4/2022,0.14,0.13,0.14,0.13,999.93M,5.02%
5/3/2022,0.13,0.13,0.13,0.13,602.93M,-1.07%
5/2/2022,0.13,0.13,0.13,0.13,791.19M,-1.51%
5/1/2022,0.13,0.13,0.14,0.13,1.21B,4.24%
4/30/2022,0.13,0.14,0.14,0.12,1.26B,-5.56%
4/29/2022,0.13,0.14,0.15,0.13,2.00B,-1.89%
4/28/2022,0.14,0.14,0.14,0.14,1.51B,-1.79%
4/27/2022,0.14,0.14,0.15,0.14,2.40B,1.67%
4/26/2022,0.14,0.16,0.17,0.14,7.00B,-12.74%
4/25/2022,0.16,0.13,0.17,0.12,7.69B,19.82%
4/24/2022,0.13,0.13,0.13,0.13,523.99M,-1.57%
4/23/2022,0.13,0.14,0.14,0.13,335.68M,-1.91%
4/22/2022,0.14,0.14,0.14,0.13,572.18M,0.15%
4/21/2022,0.14,0.14,0.14,0.13,873.90M,-3.13%
4/20/2022,0.14,0.14,0.15,0.14,1.39B,-1.40%
4/19/2022,0.14,0.14,0.14,0.14,811.58M,1.71%
4/18/2022,0.14,0.14,0.14,0.13,1.22B,0.79%
4/17/2022,0.14,0.14,0.14,0.14,693.20M,-3.07%
4/16/2022,0.14,0.15,0.15,0.14,747.94M,-1.64%
4/15/2022,0.15,0.14,0.15,0.14,1.41B,1.39%
4/14/2022,0.14,0.14,0.15,0.14,2.21B,2.86%
4/13/2022,0.14,0.14,0.14,0.14,982.89M,1.38%
4/12/2022,0.14,0.13,0.14,0.13,1.43B,2.91%
4/11/2022,0.13,0.15,0.15,0.13,2.08B,-9.51%
4/10/2022,0.15,0.14,0.16,0.14,2.65B,2.77%
4/9/2022,0.14,0.14,0.14,0.14,599.15M,1.12%
4/8/2022,0.14,0.15,0.15,0.14,2.22B,-2.33%
4/7/2022,0.15,0.14,0.15,0.14,1.90B,1.81%
4/6/2022,0.14,0.17,0.17,0.14,5.12B,-16.97%
4/5/2022,0.17,0.15,0.18,0.15,6.45B,16.30%
4/4/2022,0.15,0.15,0.16,0.14,2.70B,1.50%
4/3/2022,0.15,0.14,0.15,0.14,1.23B,5.48%
4/2/2022,0.14,0.14,0.14,0.14,804.73M,-1.91%
4/1/2022,0.14,0.14,0.14,0.13,1.03B,2.39%
3/31/2022,0.14,0.14,0.15,0.14,1.46B,-3.49%
3/30/2022,0.14,0.14,0.15,0.14,1.13B,-0.97%
3/29/2022,0.14,0.14,0.15,0.14,1.17B,1.69%
3/28/2022,0.14,0.14,0.15,0.14,1.91B,-1.86%
3/27/2022,0.14,0.14,0.15,0.14,1.86B,6.39%
3/26/2022,0.14,0.13,0.14,0.13,780.32M,4.05%
3/25/2022,0.13,0.14,0.14,0.13,1.19B,-4.39%
3/24/2022,0.14,0.13,0.14,0.13,2.17B,5.39%
3/23/2022,0.13,0.12,0.13,0.12,1.14B,6.05%
3/22/2022,0.12,0.12,0.13,0.12,642.66M,2.68%
3/21/2022,0.12,0.12,0.12,0.12,403.69M,0.08%
3/20/2022,0.12,0.12,0.12,0.12,425.71M,-3.56%
3/19/2022,0.12,0.12,0.13,0.12,678.69M,3.69%
3/18/2022,0.12,0.12,0.12,0.11,50.22M,2.41%
3/17/2022,0.12,0.12,0.12,0.12,52.14M,-0.60%
3/16/2022,0.12,0.11,0.12,0.11,62.63M,4.00%
3/15/2022,0.11,0.11,0.11,0.11,46.88M,-1.23%
3/14/2022,0.11,0.11,0.12,0.11,109.33M,2.15%
3/13/2022,0.11,0.11,0.12,0.11,45.67M,-2.79%
3/12/2022,0.11,0.12,0.12,0.11,24.94M,-0.61%
3/11/2022,0.12,0.12,0.12,0.11,47.33M,-1.28%
3/10/2022,0.12,0.12,0.12,0.12,65.40M,-3.79%
3/9/2022,0.12,0.12,0.12,0.12,65.49M,3.76%
3/8/2022,0.12,0.12,0.12,0.12,64.29M,0.34%
3/7/2022,0.12,0.12,0.12,0.11,60.80M,-3.23%
3/6/2022,0.12,0.12,0.13,0.12,47.40M,-3.44%
3/5/2022,0.12,0.12,0.13,0.12,39.96M,1.88%
3/4/2022,0.12,0.13,0.13,0.12,83.00M,-5.47%
3/3/2022,0.13,0.13,0.13,0.13,523.50M,-2.48%
3/2/2022,0.13,0.13,0.14,0.13,672.72M,-0.67%
3/1/2022,0.13,0.13,0.14,0.13,925.34M,0.30%
2/28/2022,0.13,0.12,0.13,0.12,735.04M,8.62%
2/27/2022,0.12,0.13,0.13,0.12,635.09M,-3.68%
2/26/2022,0.13,0.13,0.13,0.13,531.38M,0.00%
2/25/2022,0.13,0.12,0.13,0.12,799.83M,2.90%
2/24/2022,0.12,0.13,0.13,0.11,2.46B,-2.52%
2/23/2022,0.13,0.13,0.14,0.13,608.79M,-3.12%
2/22/2022,0.13,0.13,0.13,0.12,711.33M,2.50%
2/21/2022,0.13,0.14,0.14,0.13,1.00B,-6.22%
2/20/2022,0.14,0.14,0.14,0.14,508.93M,-3.05%
2/19/2022,0.14,0.14,0.15,0.14,677.15M,1.66%
2/18/2022,0.14,0.14,0.14,0.14,620.78M,0.14%
2/17/2022,0.14,0.15,0.15,0.14,740.15M,-6.93%
2/16/2022,0.15,0.15,0.15,0.15,432.32M,-1.91%
2/15/2022,0.15,0.15,0.15,0.14,600.16M,3.91%
2/14/2022,0.15,0.15,0.15,0.14,904.41M,-1.49%
2/13/2022,0.15,0.14,0.16,0.14,1.59B,2.63%
2/12/2022,0.14,0.14,0.15,0.14,572.77M,-0.35%
2/11/2022,0.14,0.15,0.15,0.14,706.08M,-4.36%
2/10/2022,0.15,0.16,0.16,0.15,921.92M,-4.96%
2/9/2022,0.16,0.16,0.16,0.15,692.18M,0.82%
2/8/2022,0.16,0.17,0.17,0.15,1.27B,-4.30%
2/7/2022,0.17,0.15,0.17,0.15,1.81B,7.21%
2/6/2022,0.15,0.15,0.16,0.14,706.01M,4.83%
2/5/2022,0.15,0.15,0.15,0.14,526.70M,-0.54%
2/4/2022,0.15,0.14,0.15,0.14,561.82M,7.18%
2/3/2022,0.14,0.14,0.14,0.13,384.20M,0.51%
2/2/2022,0.14,0.14,0.15,0.14,491.75M,-3.65%
2/1/2022,0.14,0.14,0.14,0.14,374.42M,0.57%
1/31/2022,0.14,0.14,0.14,0.14,365.16M,1.58%
1/30/2022,0.14,0.14,0.14,0.14,339.41M,-2.52%
1/29/2022,0.14,0.14,0.14,0.14,338.91M,0.99%
1/28/2022,0.14,0.14,0.14,0.14,465.12M,0.14%
1/27/2022,0.14,0.14,0.15,0.14,677.30M,-1.12%
1/26/2022,0.14,0.14,0.15,0.14,1.32B,0.21%
1/25/2022,0.14,0.14,0.15,0.13,1.32B,3.86%
1/24/2022,0.14,0.14,0.14,0.13,1.61B,-3.04%
1/23/2022,0.14,0.13,0.14,0.13,1.20B,6.23%
1/22/2022,0.13,0.14,0.15,0.12,2.24B,-6.19%
1/21/2022,0.14,0.16,0.16,0.14,1.50B,-8.56%
1/20/2022,0.16,0.16,0.17,0.15,763.57M,-3.78%
1/19/2022,0.16,0.17,0.17,0.16,867.14M,-2.24%
1/18/2022,0.17,0.17,0.17,0.16,945.09M,-3.34%
1/17/2022,0.17,0.18,0.18,0.17,1.09B,-3.28%
1/16/2022,0.18,0.18,0.18,0.17,1.07B,-4.33%
1/15/2022,0.18,0.18,0.19,0.18,1.63B,0.93%
1/14/2022,0.18,0.17,0.21,0.17,5.41B,6.58%
1/13/2022,0.17,0.16,0.18,0.16,2.12B,5.47%
1/12/2022,0.16,0.15,0.16,0.15,910.99M,5.92%
1/11/2022,0.15,0.14,0.17,0.14,1.69B,7.33%
1/10/2022,0.14,0.15,0.15,0.14,845.04M,-4.85%
